,exchg,code,price,open,high,low,settle_price,upper_limit,lower_limit,total_volume,volume,total_turnover,turn_over,open_interest,diff_interest,trading_date,action_date,action_time,pre_close,pre_settle,pre_interest,bid_price_0,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,bid_price_6,bid_price_7,bid_price_8,bid_price_9,ask_price_0,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,ask_price_6,ask_price_7,ask_price_8,ask_price_9,bid_qty_0,bid_qty_1,bid_qty_2,bid_qty_3,bid_qty_4,bid_qty_5,bid_qty_6,bid_qty_7,bid_qty_8,bid_qty_9,ask_qty_0,ask_qty_1,ask_qty_2,ask_qty_3,ask_qty_4,ask_qty_5,ask_qty_6,ask_qty_7,ask_qty_8,ask_qty_9,time
20210104102013400,b'CFFEX',b'IF2101',5227.0,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27637.0,0.0,43287866100.0,0.0,78857.0,0.0,20210104,20210104,102013400,5227.0,5216.2,90826.0,5226.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102013400
20210104102013900,b'CFFEX',b'IF2101',5226.6,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27638.0,1.0,43289434080.0,1567980.0,78856.0,-1.0,20210104,20210104,102013900,5227.0,5216.2,90826.0,5226.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102013900
20210104102014400,b'CFFEX',b'IF2101',5227.0,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27640.0,2.0,43292570160.0,3136080.0,78854.0,-2.0,20210104,20210104,102014400,5227.0,5216.2,90826.0,5226.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102014400
20210104102014900,b'CFFEX',b'IF2101',5227.0,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27640.0,0.0,43292570160.0,0.0,78854.0,0.0,20210104,20210104,102014900,5227.0,5216.2,90826.0,5226.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102014900
20210104102015400,b'CFFEX',b'IF2101',5227.0,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27640.0,0.0,43292570160.0,0.0,78854.0,0.0,20210104,20210104,102015400,5227.0,5216.2,90826.0,5226.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102015400
20210104102015900,b'CFFEX',b'IF2101',5227.0,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27641.0,1.0,43294138260.0,1568100.0,78854.0,0.0,20210104,20210104,102015900,5227.0,5216.2,90826.0,5226.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5226.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102015900
20210104102016900,b'CFFEX',b'IF2101',5227.0,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27641.0,0.0,43294138260.0,0.0,78854.0,0.0,20210104,20210104,102016900,5227.0,5216.2,90826.0,5226.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5226.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102016900
20210104102017400,b'CFFEX',b'IF2101',5227.0,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27648.0,7.0,43305114300.0,10976040.0,78853.0,-1.0,20210104,20210104,102017400,5227.0,5216.2,90826.0,5226.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102017400
20210104102017900,b'CFFEX',b'IF2101',5226.6,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27649.0,1.0,43306682280.0,1567980.0,78853.0,0.0,20210104,20210104,102017900,5227.0,5216.2,90826.0,5226.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102017900
20210104102018400,b'CFFEX',b'IF2101',5227.0,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27650.0,1.0,43308250380.0,1568100.0,78852.0,-1.0,20210104,20210104,102018400,5227.0,5216.2,90826.0,5226.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5227.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102018400
20210104102018900,b'CFFEX',b'IF2101',5227.0,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27650.0,0.0,43308250380.0,0.0,78852.0,0.0,20210104,20210104,102018900,5227.0,5216.2,90826.0,5226.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5227.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102018900
20210104102019400,b'CFFEX',b'IF2101',5226.6,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27652.0,2.0,43311386340.0,3135960.0,78850.0,-2.0,20210104,20210104,102019400,5227.0,5216.2,90826.0,5226.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5226.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102019400
20210104102019900,b'CFFEX',b'IF2101',5226.6,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27654.0,2.0,43314522300.0,3135960.0,78850.0,0.0,20210104,20210104,102019900,5227.0,5216.2,90826.0,5226.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5226.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102019900
20210104102020400,b'CFFEX',b'IF2101',5226.6,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27655.0,1.0,43316090280.0,1567980.0,78849.0,-1.0,20210104,20210104,102020400,5227.0,5216.2,90826.0,5226.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5226.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102020400
20210104102020900,b'CFFEX',b'IF2101',5226.2,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27657.0,2.0,43319226000.0,3135720.0,78848.0,-1.0,20210104,20210104,102020900,5227.0,5216.2,90826.0,5226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5226.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102020900
20210104102021400,b'CFFEX',b'IF2101',5226.0,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27659.0,2.0,43322361600.0,3135600.0,78849.0,1.0,20210104,20210104,102021400,5227.0,5216.2,90826.0,5225.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102021400
20210104102021900,b'CFFEX',b'IF2101',5225.8,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27661.0,2.0,43325497080.0,3135480.0,78847.0,-2.0,20210104,20210104,102021900,5227.0,5216.2,90826.0,5225.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102021900
20210104102022400,b'CFFEX',b'IF2101',5225.6,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27663.0,2.0,43328632440.0,3135360.0,78847.0,0.0,20210104,20210104,102022400,5227.0,5216.2,90826.0,5225.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102022400
20210104102022900,b'CFFEX',b'IF2101',5225.4,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27666.0,3.0,43333335480.0,4703040.0,78847.0,0.0,20210104,20210104,102022900,5227.0,5216.2,90826.0,5225.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5225.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102022900
20210104102023400,b'CFFEX',b'IF2101',5225.2,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27668.0,2.0,43336470660.0,3135180.0,78847.0,0.0,20210104,20210104,102023400,5227.0,5216.2,90826.0,5225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5225.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102023400
20210104102023900,b'CFFEX',b'IF2101',5225.0,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27671.0,3.0,43341173160.0,4702500.0,78846.0,-1.0,20210104,20210104,102023900,5227.0,5216.2,90826.0,5225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5225.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102023900
20210104102024400,b'CFFEX',b'IF2101',5225.2,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27687.0,16.0,43366253340.0,25080180.0,78842.0,-4.0,20210104,20210104,102024400,5227.0,5216.2,90826.0,5225.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5225.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102024400
20210104102024900,b'CFFEX',b'IF2101',5224.6,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27695.0,8.0,43378792920.0,12539580.0,78845.0,3.0,20210104,20210104,102024900,5227.0,5216.2,90826.0,5224.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102024900
20210104102025400,b'CFFEX',b'IF2101',5224.4,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27700.0,5.0,43386629460.0,7836540.0,78840.0,-5.0,20210104,20210104,102025400,5227.0,5216.2,90826.0,5224.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5224.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102025400
20210104102025900,b'CFFEX',b'IF2101',5224.4,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27700.0,0.0,43386629460.0,0.0,78840.0,0.0,20210104,20210104,102025900,5227.0,5216.2,90826.0,5224.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5224.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102025900
20210104102026400,b'CFFEX',b'IF2101',5224.2,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27704.0,4.0,43392898560.0,6269100.0,78839.0,-1.0,20210104,20210104,102026400,5227.0,5216.2,90826.0,5224.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5224.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102026400
20210104102026900,b'CFFEX',b'IF2101',5224.4,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27709.0,5.0,43400735160.0,7836600.0,78835.0,-4.0,20210104,20210104,102026900,5227.0,5216.2,90826.0,5224.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5224.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102026900
20210104102027400,b'CFFEX',b'IF2101',5224.4,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27710.0,1.0,43402302480.0,1567320.0,78835.0,0.0,20210104,20210104,102027400,5227.0,5216.2,90826.0,5224.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102027400
20210104102027900,b'CFFEX',b'IF2101',5224.2,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27714.0,4.0,43408571760.0,6269280.0,78831.0,-4.0,20210104,20210104,102027900,5227.0,5216.2,90826.0,5224.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5224.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102027900
20210104102028400,b'CFFEX',b'IF2101',5224.2,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27714.0,0.0,43408571760.0,0.0,78831.0,0.0,20210104,20210104,102028400,5227.0,5216.2,90826.0,5224.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5224.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102028400
20210104102028900,b'CFFEX',b'IF2101',5224.6,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27715.0,1.0,43410139140.0,1567380.0,78830.0,-1.0,20210104,20210104,102028900,5227.0,5216.2,90826.0,5224.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102028900
20210104102029400,b'CFFEX',b'IF2101',5224.6,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27716.0,1.0,43411706520.0,1567380.0,78829.0,-1.0,20210104,20210104,102029400,5227.0,5216.2,90826.0,5224.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102029400
20210104102029900,b'CFFEX',b'IF2101',5225.0,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27718.0,2.0,43414841340.0,3134820.0,78827.0,-2.0,20210104,20210104,102029900,5227.0,5216.2,90826.0,5224.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102029900
20210104102030400,b'CFFEX',b'IF2101',5225.0,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27718.0,0.0,43414841340.0,0.0,78827.0,0.0,20210104,20210104,102030400,5227.0,5216.2,90826.0,5224.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102030400
20210104102030900,b'CFFEX',b'IF2101',5225.0,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27718.0,0.0,43414841340.0,0.0,78827.0,0.0,20210104,20210104,102030900,5227.0,5216.2,90826.0,5224.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102030900
20210104102031400,b'CFFEX',b'IF2101',5224.8,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27719.0,1.0,43416408780.0,1567440.0,78826.0,-1.0,20210104,20210104,102031400,5227.0,5216.2,90826.0,5224.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102031400
20210104102031900,b'CFFEX',b'IF2101',5225.0,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27722.0,3.0,43421111280.0,4702500.0,78826.0,0.0,20210104,20210104,102031900,5227.0,5216.2,90826.0,5225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5225.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102031900
20210104102032400,b'CFFEX',b'IF2101',5225.0,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27736.0,14.0,43443056880.0,21945600.0,78817.0,-9.0,20210104,20210104,102032400,5227.0,5216.2,90826.0,5224.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5225.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102032400
20210104102032900,b'CFFEX',b'IF2101',5225.2,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27741.0,5.0,43450895160.0,7838280.0,78817.0,0.0,20210104,20210104,102032900,5227.0,5216.2,90826.0,5225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5225.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102032900
20210104102033400,b'CFFEX',b'IF2101',5225.6,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27743.0,2.0,43454030520.0,3135360.0,78815.0,-2.0,20210104,20210104,102033400,5227.0,5216.2,90826.0,5225.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5225.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102033400
20210104102033900,b'CFFEX',b'IF2101',5225.6,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27743.0,0.0,43454030520.0,0.0,78815.0,0.0,20210104,20210104,102033900,5227.0,5216.2,90826.0,5225.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5225.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102033900
20210104102034400,b'CFFEX',b'IF2101',5225.6,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27743.0,0.0,43454030520.0,0.0,78815.0,0.0,20210104,20210104,102034400,5227.0,5216.2,90826.0,5225.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5225.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102034400
20210104102034900,b'CFFEX',b'IF2101',5225.6,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27745.0,2.0,43457165880.0,3135360.0,78813.0,-2.0,20210104,20210104,102034900,5227.0,5216.2,90826.0,5225.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5225.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102034900
20210104102035400,b'CFFEX',b'IF2101',5225.6,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27747.0,2.0,43460301240.0,3135360.0,78813.0,0.0,20210104,20210104,102035400,5227.0,5216.2,90826.0,5225.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5225.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102035400
20210104102035900,b'CFFEX',b'IF2101',5225.4,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27749.0,2.0,43463436540.0,3135300.0,78811.0,-2.0,20210104,20210104,102035900,5227.0,5216.2,90826.0,5225.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102035900
20210104102036400,b'CFFEX',b'IF2101',5225.4,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27749.0,0.0,43463436540.0,0.0,78811.0,0.0,20210104,20210104,102036400,5227.0,5216.2,90826.0,5225.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102036400
20210104102036900,b'CFFEX',b'IF2101',5226.2,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27752.0,3.0,43468140000.0,4703460.0,78813.0,2.0,20210104,20210104,102036900,5227.0,5216.2,90826.0,5225.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5226.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102036900
20210104102037400,b'CFFEX',b'IF2101',5226.2,5230.0,5238.0,5192.0,0.0,5737.8,4694.6,27752.0,0.0,43468140000.0,0.0,78813.0,0.0,20210104,20210104,102037400,5227.0,5216.2,90826.0,5226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5226.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20210104102037400
